id,Company,TypeName,Inches,touchscreen,cpu_brand,cpu_name,cpu_speed,ram,secondar_storage,primary_storage,memory_type,gpu_brand,gpu_name,OpSys,weight,Price,ppi,touchscreen_cat
819,Dell,Notebook,15.6,0,Intel,Core i5,2.5,8,0,128.0,SSD,Intel, HD Graphics 620,windows,2.2,38041.0,100.45466986113651,Non-touch
820,Lenovo,Notebook,15.6,0,Intel,Core i5,2.3,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 960M,windows,2.6,42038.0,141.21199808219862,Non-touch
821,HP,Workstation,17.3,0,Intel,Core i7,2.8,8,0,500.0,HDD,Nvidia, Quadro M1200,windows,3.1,101658.0,127.33567457123111,Non-touch
822,HP,Ultrabook,14.0,0,Intel,Core i7,2.5,8,0,512.0,SSD,Intel, HD Graphics 520,windows,1.5,99634.0,157.3505121487356,Non-touch
823,LG,Ultrabook,14.0,1,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.0,101179.0,157.3505121487356,Touchscreen
824,Lenovo,2 in 1 Convertible,14.0,1,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,137995.0,202.37276851499232,Touchscreen
825,Dell,Notebook,15.6,0,Intel,Core i7,2.7,4,0,256.0,SSD,AMD, Radeon R5 M420,windows,2.2,39374.0,141.21199808219862,Non-touch
826,Dell,Notebook,14.0,0,Intel,Core i5,2.8,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.6,64202.0,157.3505121487356,Non-touch
827,HP,2 in 1 Convertible,11.6,1,Intel,Celeron Dual,1.1,4,0,32.0,Flash Storage,Intel, HD Graphics 500,other,1.4,32767.0,135.0942111925629,Touchscreen
828,HP,Ultrabook,12.5,1,Intel,Core M,1.2,8,0,240.0,SSD,Intel, HD Graphics 515,windows,1.1,165168.0,202.37276851499232,Touchscreen
829,Asus,Ultrabook,13.3,0,Intel,Core i5,2.3,8,0,512.0,SSD,Nvidia, GeForce 940M,windows,1.5,54665.0,165.6321180513006,Non-touch
830,Lenovo,Notebook,15.6,0,Intel,Core i7,2.7,6,0,256.0,SSD,Nvidia, GeForce 940MX,windows,2.2,42038.0,141.21199808219862,Non-touch
831,HP,2 in 1 Convertible,13.3,1,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,121319.0,165.6321180513006,Touchscreen
832,HP,Notebook,15.6,0,Intel,Core i7,2.7,8,0,256.0,SSD,Nvidia, GeForce 930MX,windows,2.0,54292.0,141.21199808219862,Non-touch
833,HP,Ultrabook,14.0,0,Intel,Core i7,2.5,8,0,512.0,SSD,Intel, HD Graphics 520,windows,1.5,78215.0,157.3505121487356,Non-touch
834,Acer,Notebook,15.6,0,Intel,Core i3,2.4,4,0,1024.0,HDD,Intel, HD Graphics 620,windows,2.4,26587.0,141.21199808219862,Non-touch
835,HP,Notebook,15.6,0,Intel,Celeron Dual,1.6,4,0,128.0,SSD,Intel, HD Graphics 400,,1.9,15931.0,100.45466986113651,Non-touch
836,Lenovo,Notebook,13.3,0,Intel,Core i5,2.5,4,0,128.0,SSD,Intel, HD Graphics 620,windows,1.4,46940.0,165.6321180513006,Non-touch
837,Toshiba,Notebook,13.3,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.5,51841.0,165.6321180513006,Non-touch
838,Asus,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 1060,windows,2.1,101179.0,141.21199808219862,Non-touch
839,HP,Notebook,13.3,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.5,51149.0,165.6321180513006,Non-touch
840,Acer,Netbook,11.6,0,Intel,Celeron Dual,1.6,4,0,32.0,Flash Storage,Intel, HD Graphics,windows,1.4,14332.0,135.0942111925629,Non-touch
841,Dell,Notebook,17.3,0,Intel,Core i7,2.7,8,0,1024.0,HDD,AMD, Radeon R7 M445,linux,2.8,46087.0,127.33567457123111,Non-touch
842,MSI,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1050 Ti,windows,2.7,85195.0,127.33567457123111,Non-touch
843,Lenovo,2 in 1 Convertible,14.0,1,Intel,Core i7,2.7,16,0,512.0,SSD,Intel, HD Graphics 620,windows,1.4,93187.0,157.3505121487356,Touchscreen
844,Dell,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050 Ti,windows,2.6,71875.0,141.21199808219862,Non-touch
845,Asus,2 in 1 Convertible,12.5,1,Intel,Core M,0.9,4,0,64.0,Flash Storage,Intel, HD Graphics 515,other,1.2,35644.0,176.23257360658386,Touchscreen
846,MSI,Gaming,15.6,0,Intel,Core i5,2.5,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.2,59669.0,141.21199808219862,Non-touch
847,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.8,8,0,256.0,SSD,Nvidia, GeForce GT 940MX,windows,2.0,101392.0,157.3505121487356,Non-touch
848,Dell,Notebook,15.6,0,Intel,Core i5,2.5,4,0,1024.0,HDD,AMD, Radeon R5 M420,windows,2.2,36496.0,100.45466986113651,Non-touch
849,Asus,Notebook,15.6,0,Intel,Core i7,2.7,8,0,256.0,SSD,Nvidia, GeForce GTX 930MX,windows,2.3,41931.0,141.21199808219862,Non-touch
850,HP,Ultrabook,15.6,0,Intel,Core i7,2.5,8,0,256.0,SSD,AMD, Radeon R7 M365X,windows,1.8,69104.0,141.21199808219862,Non-touch
851,Dell,Notebook,15.6,0,Intel,Core i5,2.5,8,0,128.0,SSD,Intel, HD Graphics 620,windows,1.9,50350.0,141.21199808219862,Non-touch
852,Lenovo,2 in 1 Convertible,13.3,1,Intel,Core i5,2.5,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.4,97236.0,165.6321180513006,Touchscreen
853,Dell,Notebook,15.6,0,Intel,Core i5,2.3,4,0,500.0,HDD,Intel, HD Graphics 520,windows,2.0,38889.0,100.45466986113651,Non-touch
854,Lenovo,Ultrabook,12.5,0,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,87912.0,176.23257360658386,Non-touch
855,Lenovo,2 in 1 Convertible,13.3,1,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.4,104962.0,165.6321180513006,Touchscreen
856,HP,Notebook,15.6,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,2.3,62071.0,141.21199808219862,Non-touch
857,Dell,Notebook,15.6,0,Intel,Core i5,2.5,4,0,1024.0,HDD,Intel, HD Graphics 620,windows,2.2,37725.0,100.45466986113651,Non-touch
858,HP,Notebook,14.0,0,Intel,Core i5,2.3,4,0,500.0,HDD,Intel, HD Graphics 520,windows,2.0,61219.0,111.93520355955211,Non-touch
859,Toshiba,Ultrabook,13.3,1,Intel,Core i7,2.5,16,0,512.0,SSD,Intel, HD Graphics 520,windows,1.4,100007.0,165.6321180513006,Touchscreen
860,Asus,Notebook,15.6,0,Intel,Pentium Quad,1.1,4,0,1024.0,HDD,Intel, HD Graphics 505,windows,2.0,23923.0,100.45466986113651,Non-touch
861,Lenovo,Notebook,15.6,0,Intel,Pentium Quad,1.1,4,0,1024.0,HDD,Intel, HD Graphics 505,windows,2.2,16464.0,100.45466986113651,Non-touch
862,HP,2 in 1 Convertible,13.3,1,Intel,Core i7,2.8,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,136344.0,165.6321180513006,Touchscreen
863,HP,Ultrabook,12.5,0,Intel,Core i5,2.3,4,0,500.0,HDD,Intel, HD Graphics 520,windows,1.3,84129.0,176.23257360658386,Non-touch
864,HP,Notebook,15.6,0,Intel,Celeron Dual,1.6,4,0,1024.0,HDD,Intel, HD Graphics 400,,1.9,15393.0,100.45466986113651,Non-touch
865,Lenovo,2 in 1 Convertible,15.6,1,Intel,Core i5,2.5,8,0,256.0,SSD,AMD, Radeon R7 M460,windows,2.1,51096.0,141.21199808219862,Touchscreen
866,Lenovo,2 in 1 Convertible,13.3,1,Intel,Core i7,2.2,16,0,1024.0,SSD,Intel, Iris Graphics 540,windows,1.3,95851.0,202.37276851499232,Touchscreen
867,Dell,Notebook,13.3,1,Intel,Core i5,2.3,8,0,1024.0,HDD,Intel, HD Graphics 520,windows,1.6,34579.0,165.6321180513006,Touchscreen
868,Apple,Ultrabook,12.0,0,Intel,Core M,1.2,8,0,512.0,Flash Storage,Intel, HD Graphics 5300,macos,0.9,62071.0,202.37276851499232,Non-touch
869,Toshiba,Notebook,14.0,0,Intel,Core i5,2.3,4,0,128.0,SSD,Intel, HD Graphics 520,windows,1.5,58874.0,157.3505121487356,Non-touch
870,Lenovo,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,Intel, HD Graphics 520,,2.2,24988.0,141.21199808219862,Non-touch
871,Lenovo,2 in 1 Convertible,14.0,1,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,124142.0,202.37276851499232,Touchscreen
872,HP,Netbook,12.5,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.3,88924.0,176.23257360658386,Non-touch
873,Asus,Gaming,15.6,0,Intel,Core i7,2.8,16,1024,256.0,Hybrid,Nvidia, GeForce GTX 1050 Ti,windows,2.5,95851.0,141.21199808219862,Non-touch
874,Dell,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,Intel, HD Graphics 520,windows,2.2,29762.0,100.45466986113651,Non-touch
875,HP,Ultrabook,14.0,0,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.5,111302.0,157.3505121487356,Non-touch
876,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,8,0,1024.0,HDD,Intel, HD Graphics 620,windows,2.3,45323.0,141.21199808219862,Non-touch
877,MSI,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.2,63883.0,141.21199808219862,Non-touch
878,Acer,Gaming,15.6,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.7,67133.0,141.21199808219862,Non-touch
879,HP,Notebook,15.6,0,Intel,Core i5,2.6,8,0,256.0,SSD,AMD, Radeon R7 M465,windows,1.8,71875.0,141.21199808219862,Non-touch
880,Dell,Gaming,17.3,0,Intel,Core i7,2.7,16,1024,512.0,Hybrid,Nvidia, GeForce GTX 1080,windows,4.4,146946.0,169.78089942830815,Non-touch
881,HP,Notebook,13.3,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,63350.0,165.6321180513006,Non-touch
882,HP,Gaming,17.3,0,Intel,Core i5,2.3,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 965M,windows,2.8,74539.0,127.33567457123111,Non-touch
883,Asus,Notebook,14.0,0,Intel,Celeron Dual,1.1,4,0,32.0,Flash Storage,Intel, HD Graphics 500,windows,1.6,15931.0,111.93520355955211,Non-touch
884,Dell,Notebook,15.6,0,Intel,Core i3,2.4,4,0,128.0,SSD,Intel, HD Graphics 620,windows,2.2,29144.0,100.45466986113651,Non-touch
885,Asus,Notebook,17.3,0,Intel,Pentium Quad,1.6,4,0,1024.0,HDD,Nvidia, GeForce 920MX,windows,2.8,28238.0,106.11306214269258,Non-touch
886,HP,Notebook,14.0,0,Intel,Core i5,2.5,4,0,500.0,HDD,Intel, HD Graphics 620,windows,1.6,41505.0,111.93520355955211,Non-touch
887,Acer,Notebook,15.6,0,Intel,Core i5,2.5,4,0,500.0,HDD,Intel, HD Graphics 620,windows,2.2,32980.0,100.45466986113651,Non-touch
888,Toshiba,Notebook,13.3,0,Intel,Core i5,2.3,4,0,128.0,SSD,Intel, HD Graphics 520,windows,1.2,63670.0,165.6321180513006,Non-touch
889,Toshiba,Notebook,15.6,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,2.2,59620.0,100.45466986113651,Non-touch
890,Toshiba,Notebook,13.3,0,Intel,Core i5,2.5,4,0,128.0,SSD,Intel, HD Graphics 620,windows,1.1,68465.0,165.6321180513006,Non-touch
891,HP,Notebook,14.0,0,Intel,Core i5,2.4,4,0,256.0,SSD,Intel, HD Graphics 520,windows,1.5,58607.0,111.93520355955211,Non-touch
892,Lenovo,2 in 1 Convertible,11.3,1,Intel,Core M,1.2,8,0,256.0,SSD,Intel, HD Graphics 515,windows,1.1,69211.0,194.94753717542463,Touchscreen
893,Dell,Notebook,15.6,0,Intel,Core i5,2.5,8,0,128.0,SSD,Intel, HD Graphics 620,windows,2.0,43157.0,100.45466986113651,Non-touch
894,Lenovo,Gaming,15.6,0,Intel,Core i5,2.5,8,0,1024.0,HDD,Nvidia, GeForce GTX 1050,,2.5,54186.0,141.21199808219862,Non-touch
895,HP,Notebook,14.0,0,Intel,Core i5,2.5,4,0,256.0,SSD,Intel, HD Graphics 620,windows,2.0,64202.0,157.3505121487356,Non-touch
896,Lenovo,Gaming,15.6,0,AMD,FX 8800P,2.1,16,1024,512.0,Hybrid,AMD, Radeon R9 M385,windows,2.5,53227.0,141.21199808219862,Non-touch
897,Lenovo,2 in 1 Convertible,13.9,1,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,71875.0,158.48253022174808,Touchscreen
898,HP,Ultrabook,14.0,0,Intel,Core i7,2.6,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.4,77203.0,157.3505121487356,Non-touch
899,Dell,Ultrabook,12.5,1,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics,windows,1.4,78439.0,176.23257360658386,Touchscreen
900,Dell,Notebook,15.6,0,Intel,Core i3,2.0,8,0,256.0,SSD,AMD, Radeon R5 M420X,windows,2.0,39374.0,141.21199808219862,Non-touch
901,HP,Notebook,14.0,0,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce 930MX,windows,1.6,55905.0,157.3505121487356,Non-touch
902,Lenovo,Notebook,15.6,0,Intel,Core i7,2.7,8,0,1024.0,HDD,Nvidia, GeForce 920MX,,2.2,36497.0,141.21199808219862,Non-touch
903,HP,Notebook,14.0,0,Intel,Core i3,2.4,4,0,500.0,HDD,Intel, HD Graphics 620,windows,1.6,36444.0,111.93520355955211,Non-touch
904,Dell,Notebook,17.3,0,Intel,Core i3,2.0,4,0,1024.0,HDD,AMD, Radeon R7 M445,windows,2.4,35112.0,106.11306214269258,Non-touch
905,Dell,Gaming,15.6,0,Intel,Core i5,2.5,8,0,1024.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.7,50563.0,141.21199808219862,Non-touch
906,Acer,Notebook,14.0,0,Intel,Celeron Dual,1.6,4,0,32.0,Flash Storage,Intel, HD Graphics 400,other,1.7,18595.0,111.93520355955211,Non-touch
907,Dell,Ultrabook,13.3,1,Intel,Core i7,2.5,16,0,512.0,SSD,Intel, Iris Plus Graphics 640,windows,1.3,119347.0,202.37276851499232,Touchscreen
908,HP,Ultrabook,12.5,0,Intel,Core i5,2.5,4,0,500.0,HDD,Intel, HD Graphics 620,windows,1.3,81998.0,176.23257360658386,Non-touch
909,HP,Workstation,15.6,0,Intel,Core i7,2.7,8,0,10.0,SSD,Nvidia, Quadro M1000M,windows,2.0,119827.0,141.21199808219862,Non-touch
910,HP,Notebook,14.0,0,Intel,Core i5,2.5,4,0,256.0,SSD,Intel, HD Graphics 620,windows,1.5,84715.0,157.3505121487356,Non-touch
911,HP,Notebook,15.6,0,Intel,Core i5,2.3,4,0,500.0,HDD,Intel, HD Graphics 520,windows,2.1,48485.0,141.21199808219862,Non-touch
912,Dell,Ultrabook,14.0,0,Intel,Core i7,2.8,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,94572.0,157.3505121487356,Non-touch
913,HP,Ultrabook,14.0,0,Intel,Core i7,2.5,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.5,100551.0,157.3505121487356,Non-touch
914,Toshiba,Ultrabook,13.3,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.2,58342.0,117.82653006268643,Non-touch
915,HP,Notebook,13.3,0,Intel,Core i3,2.4,4,0,500.0,HDD,Intel, HD Graphics 620,windows,1.5,42624.0,117.82653006268643,Non-touch
916,MSI,Gaming,17.3,0,Intel,Core i7,2.6,8,0,256.0,SSD,Nvidia, GeForce GTX 965M,windows,2.6,85195.0,127.33567457123111,Non-touch
917,Toshiba,Notebook,13.3,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.2,77789.0,165.6321180513006,Non-touch
918,Toshiba,Notebook,13.3,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.5,64469.0,117.82653006268643,Non-touch
919,HP,Notebook,15.6,0,Intel,Pentium Quad,1.6,4,0,1024.0,HDD,Intel, HD Graphics 405,windows,2.0,26640.0,100.45466986113651,Non-touch
920,Lenovo,2 in 1 Convertible,13.3,1,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,103896.0,165.6321180513006,Touchscreen
921,Asus,2 in 1 Convertible,12.5,0,Intel,Core M,1.2,8,0,64.0,Flash Storage,Intel, HD Graphics 515,other,1.2,61752.0,176.23257360658386,Non-touch
922,HP,Notebook,15.6,0,Intel,Core i3,2.4,4,0,256.0,SSD,Intel, HD Graphics 620,windows,2.0,41025.0,100.45466986113651,Non-touch
923,Asus,Gaming,17.3,0,Intel,Core i7,2.6,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 980M,windows,4.3,122491.0,127.33567457123111,Non-touch
924,Lenovo,Ultrabook,14.0,0,Intel,Core i7,2.6,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.7,79333.0,157.3505121487356,Non-touch
925,Lenovo,Notebook,17.3,0,Intel,Core i7,2.7,16,0,512.0,SSD,Nvidia, Quadro 3000M,windows,2.4,158135.0,202.37276851499232,Non-touch
926,Dell,Ultrabook,12.5,0,Intel,Core i3,2.3,4,0,500.0,HDD,Intel, HD Graphics 520,windows,1.5,60481.0,125.36742798669837,Non-touch
927,Toshiba,Notebook,14.0,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.5,79387.0,157.3505121487356,Non-touch
928,Dell,Ultrabook,12.5,0,Intel,Core i3,2.3,4,0,128.0,SSD,Intel, HD Graphics 520,windows,1.5,62176.0,125.36742798669837,Non-touch
929,HP,Notebook,14.0,0,Intel,Core i7,2.5,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.4,118761.0,157.3505121487356,Non-touch
930,Acer,Notebook,15.6,0,Intel,Celeron Dual,1.5,4,0,16.0,SSD,Intel, HD Graphics,other,2.2,11136.0,100.45466986113651,Non-touch
931,Acer,Notebook,14.0,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.6,48059.0,157.3505121487356,Non-touch
932,Dell,2 in 1 Convertible,15.6,1,Intel,Core i3,2.3,4,0,1024.0,HDD,Intel, HD Graphics 520,windows,2.1,42410.0,141.21199808219862,Touchscreen
933,Dell,Workstation,15.6,0,Intel,Core i7,2.8,8,0,1024.0,HDD,Nvidia, Quadro M620,windows,2.2,94732.0,141.21199808219862,Non-touch
934,HP,Workstation,17.3,0,Intel,Core i7,2.6,8,0,1024.0,HDD,AMD, FirePro W6150M,windows,3.0,154459.0,127.33567457123111,Non-touch
935,Toshiba,Ultrabook,13.3,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.2,84715.0,165.6321180513006,Non-touch
936,Lenovo,Gaming,15.6,0,Intel,Core i7,2.8,16,0,512.0,SSD,Nvidia, GeForce GTX 1050 Ti,windows,2.4,63883.0,141.21199808219862,Non-touch
937,Lenovo,Notebook,15.6,0,Intel,Core i5,2.5,4,0,500.0,HDD,Intel, HD Graphics 620,windows,2.4,56210.0,100.45466986113651,Non-touch
938,Dell,Gaming,17.3,0,Intel,Core i7,2.8,16,1024,512.0,Hybrid,Nvidia, GeForce GTX 1070,windows,4.4,168045.0,202.37276851499232,Non-touch
939,HP,Notebook,13.3,0,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.1,61219.0,165.6321180513006,Non-touch
940,Dell,Ultrabook,12.5,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.5,75290.0,125.36742798669837,Non-touch
941,Dell,2 in 1 Convertible,13.3,1,Intel,Core i5,1.2,8,0,256.0,SSD,Intel, HD Graphics 615,windows,1.2,101179.0,165.6321180513006,Touchscreen
942,HP,Notebook,14.0,0,Intel,Core i7,2.7,8,0,256.0,SSD,Nvidia, GeForce 930MX,windows,1.6,63160.0,157.3505121487356,Non-touch
943,MSI,Gaming,17.3,0,Intel,Core i7,2.6,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 960M,windows,2.9,80516.0,127.33567457123111,Non-touch
944,Dell,Notebook,15.6,0,Intel,Core i5,2.4,8,0,500.0,HDD,Intel, HD Graphics 520,windows,2.1,55754.0,141.21199808219862,Non-touch
945,Lenovo,2 in 1 Convertible,15.6,1,Intel,Core i5,2.3,4,0,256.0,SSD,Intel, HD Graphics 520,windows,2.1,46194.0,141.21199808219862,Touchscreen
946,HP,Ultrabook,12.5,0,Intel,Core i5,2.5,4,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,83064.0,125.36742798669837,Non-touch
947,HP,Notebook,15.6,0,AMD,A6-Series 9220,2.5,4,0,1024.0,HDD,AMD, Radeon R4,windows,2.1,21205.0,141.21199808219862,Non-touch
948,Lenovo,Notebook,15.6,0,Intel,Core i3,2.0,4,0,1024.0,HDD,AMD, Radeon R5 M430,,2.2,25521.0,141.21199808219862,Non-touch
949,HP,Notebook,14.0,0,Intel,Core i5,2.5,4,0,500.0,HDD,Intel, HD Graphics 620,windows,2.3,63350.0,111.93520355955211,Non-touch
950,HP,2 in 1 Convertible,11.6,1,Intel,Pentium Quad,1.1,4,0,256.0,SSD,Intel, HD Graphics 505,windows,1.5,41292.0,135.0942111925629,Touchscreen
951,Asus,Gaming,15.6,0,Intel,Core i7,2.6,16,1024,128.0,Hybrid,Nvidia, GeForce GTX 960M,windows,2.6,71342.0,141.21199808219862,Non-touch
952,HP,Notebook,14.0,0,Intel,Core i5,2.5,4,0,500.0,HDD,Intel, HD Graphics 620,windows,2.0,56477.0,111.93520355955211,Non-touch
953,Dell,Ultrabook,13.3,0,Intel,Core i7,2.5,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.3,67559.0,202.37276851499232,Non-touch
954,HP,Notebook,13.3,1,Intel,Core M,1.1,8,0,256.0,SSD,Intel, HD Graphics 515,windows,1.2,90523.0,202.37276851499232,Touchscreen
955,Dell,Ultrabook,13.3,1,Intel,Core i5,2.5,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.3,86527.0,202.37276851499232,Touchscreen
956,Toshiba,Notebook,15.6,0,Intel,Core i7,2.7,8,0,256.0,SSD,Intel, HD Graphics 620,windows,2.0,73953.0,141.21199808219862,Non-touch
957,Dell,Notebook,15.6,0,Intel,Core i5,2.3,4,0,500.0,HDD,AMD, Radeon R5 M315,windows,2.2,40980.0,100.45466986113651,Non-touch
958,HP,Notebook,17.3,0,Intel,Core i5,2.5,8,0,256.0,SSD,Nvidia, GeForce 930MX,windows,2.6,57542.0,127.33567457123111,Non-touch
959,Lenovo,Notebook,13.3,0,Intel,Core i3,2.4,4,0,180.0,SSD,Intel, HD Graphics 620,windows,1.4,39161.0,165.6321180513006,Non-touch
960,Acer,2 in 1 Convertible,11.6,1,Intel,Celeron Dual,1.6,4,0,32.0,Flash Storage,Intel, HD Graphics 400,other,1.3,20726.0,135.0942111925629,Touchscreen
961,Lenovo,Notebook,15.6,0,Intel,Core i3,2.0,4,0,128.0,SSD,Intel, HD Graphics 520,windows,2.1,22857.0,100.45466986113651,Non-touch
962,HP,Notebook,14.0,0,Intel,Core i5,2.5,4,0,256.0,SSD,Intel, HD Graphics 620,windows,1.6,51841.0,111.93520355955211,Non-touch
963,Samsung,Ultrabook,15.0,0,Intel,Core i7,2.7,16,0,256.0,SSD,Nvidia, GeForce 940MX,windows,1.2,98515.0,146.86047800548656,Non-touch
964,Toshiba,Notebook,13.3,0,Intel,Core i5,2.4,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.2,81785.0,165.6321180513006,Non-touch
965,HP,Ultrabook,13.3,0,Intel,Core i7,2.5,8,0,512.0,SSD,Intel, HD Graphics 520,windows,1.2,104908.0,165.6321180513006,Non-touch
966,Acer,Notebook,15.6,0,AMD,A9-Series 9420,3.0,6,0,1024.0,HDD,AMD, Radeon R5,windows,2.1,21792.0,100.45466986113651,Non-touch
967,Dell,Ultrabook,12.5,0,Intel,Core i7,2.8,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.6,90043.0,176.23257360658386,Non-touch
968,Lenovo,2 in 1 Convertible,10.1,1,Intel,Atom x5-Z8550,1.4,4,0,64.0,Flash Storage,Intel, HD Graphics 400,other,0.7,29251.0,202.37276851499232,Touchscreen
969,MSI,Gaming,17.3,0,Intel,Core i7,2.8,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 1050,windows,2.7,63499.0,127.33567457123111,Non-touch
970,Lenovo,Ultrabook,12.5,0,Intel,Core i5,2.6,8,0,256.0,SSD,Intel, HD Graphics 620,windows,1.4,93773.0,176.23257360658386,Non-touch
971,Dell,Ultrabook,13.3,0,Intel,Core i7,2.4,8,0,256.0,SSD,Intel, Iris Plus Graphics 640,windows,1.2,73473.0,165.6321180513006,Non-touch
972,HP,Notebook,14.0,0,Intel,Core i5,2.3,8,0,256.0,SSD,Intel, HD Graphics 520,windows,2.0,63670.0,157.3505121487356,Non-touch
973,Acer,Notebook,15.6,0,Intel,Core i5,2.5,12,1024,128.0,Hybrid,Nvidia, GeForce GTX 950M,windows,2.4,53760.0,141.21199808219862,Non-touch
974,Lenovo,Gaming,17.3,0,Intel,Core i7,2.7,16,1024,256.0,SSD,Nvidia, GeForce GTX 980M,windows,4.6,146519.0,127.33567457123111,Non-touch
975,HP,Notebook,15.6,0,Intel,Core i7,2.5,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.8,65481.0,141.21199808219862,Non-touch
976,Razer,Ultrabook,12.5,1,Intel,Core i7,2.5,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.3,54825.0,202.37276851499232,Touchscreen
977,HP,Ultrabook,12.5,0,Intel,Core i7,2.5,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.3,71875.0,176.23257360658386,Non-touch
978,Toshiba,Ultrabook,13.3,0,Intel,Core i7,2.7,16,0,512.0,SSD,Intel, HD Graphics 620,windows,1.1,118601.0,165.6321180513006,Non-touch
979,HP,Notebook,15.6,0,Intel,Core i5,2.5,4,0,500.0,HDD,Intel, HD Graphics 620,windows,2.0,39534.0,100.45466986113651,Non-touch
980,Toshiba,Ultrabook,12.5,1,Intel,Core i7,2.7,8,0,512.0,SSD,Intel, HD Graphics 620,windows,1.1,95371.0,176.23257360658386,Touchscreen
981,Asus,Gaming,17.3,0,Intel,Core i7,2.6,8,1024,128.0,Hybrid,Nvidia, GeForce GTX 960M,windows,3.5,69929.0,127.33567457123111,Non-touch
982,Toshiba,Ultrabook,14.0,0,Intel,Core i7,2.6,8,0,256.0,SSD,Intel, HD Graphics 520,windows,1.5,91908.0,157.3505121487356,Non-touch
